zone_id,timestamp,anomaly_score,is_disruption,predicted_surge_pct,affected_line,cascade_zone_ids,time_to_peak_min,z_subway,z_pickups,taxi_pickups,subway_ridership,bike_starts
24,2023-01-31 23:00:00,0.0679733742928724,0,0,-,,0,-0.40029727206844906,-0.01005729825171373,5.0,26648.0,1
25,2023-01-31 23:00:00,0.06333353716561312,0,0,-,,0,-0.3549707440658193,-0.03337397190381252,1.0,6100.0,0
26,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
27,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
28,2023-01-31 23:00:00,0.17963661971228312,0,0,-,,0,-0.6009482291780521,-0.6358286521275289,0.0,3336.0,0
29,2023-01-31 23:00:00,0.08581188022208786,0,0,-,,0,-0.3549707440658193,-0.21320071635561044,0.0,6100.0,0
30,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
31,2023-01-31 23:00:00,0.015603818719451594,0,0,-,,0,0.09362291231670956,0.0,0.0,1736.0,0
32,2023-01-31 23:00:00,0.05205980799303175,0,0,-,,0,0.09362291231670956,-0.2916479141886412,0.0,1736.0,0
33,2023-01-31 23:00:00,0.1786093147363076,0,0,-,,0,-0.3549707440658193,-0.9555801924693683,0.0,6100.0,0
34,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
35,2023-01-31 23:00:00,0.05916179067763655,0,0,-,,0,-0.3549707440658193,0.0,0.0,6100.0,0
36,2023-01-31 23:00:00,0.10768976317631546,0,0,-,,0,-0.3549707440658193,-0.38822377998943125,0.0,6100.0,0
37,2023-01-31 23:00:00,0.163744293994396,0,0,-,,0,-0.3549707440658193,0.8366600265340756,1.0,6100.0,0
38,2023-01-31 23:00:00,0.10015803819634202,0,0,-,,0,-0.6009482291780521,0.0,0.0,3336.0,0
39,2023-01-31 23:00:00,0.09336392652112863,0,0,-,,0,-0.3549707440658193,-0.27361708674793656,0.0,6100.0,0
40,2023-01-31 23:00:00,0.13394841897927395,0,0,-,,0,-0.3549707440658193,-0.5982930264130992,0.0,6100.0,0
41,2023-01-31 23:00:00,0.1192808311196071,0,0,-,,0,-0.40029727206844906,-0.4205169528655915,4.0,26648.0,1
42,2023-01-31 23:00:00,0.11307186105829861,0,0,-,,0,-0.40029727206844906,-0.3708451923751235,2.0,26648.0,0
43,2023-01-31 23:00:00,0.17421181441485645,0,0,-,,0,-0.40029727206844906,-0.8599648192275862,13.0,26648.0,3
44,2023-01-31 23:00:00,0.07686548728356261,0,0,-,,0,-0.4611929237013757,0.0,0.0,53.0,0
